image,label
shooting_brake_s_000367,1
pilot_boat_s_000537,8
compact_car_s_000306,1
coupe_s_000148,1
cock_s_000812,2
lippizaner_s_000172,7
fawn_s_001638,4
maltese_s_001325,5
lippizaner_s_000593,7
anthus_pratensis_s_000726,2
tipper_truck_s_001827,9
deer_s_000116,4
fire_engine_s_001171,9
camion_s_001581,9
pekingese_s_002598,5
estate_car_s_001486,1
toy_spaniel_s_000002,5
cat_s_000929,3
puppy_s_001878,5
mongrel_s_000808,5
cow_pony_s_000654,7
dawn_horse_s_000668,7
amphibious_aircraft_s_000273,0
cat_s_002777,3
attack_aircraft_s_001309,0
capreolus_capreolus_s_001666,4
peke_s_000072,5
roe_deer_s_000613,4
airbus_s_002116,0
tabby_cat_s_000723,3
roe_deer_s_001362,4
airplane_s_000108,0
mule_deer_s_002393,4
western_toad_s_000660,6
pekingese_s_002215,5
dumper_s_000310,9
pipit_s_000426,2
emu_s_002323,2
riding_horse_s_000496,7
rana_temporaria_s_000407,6
airliner_s_002229,0
toad_frog_s_000821,6
stud_mare_s_001065,7
tipper_s_000806,9
anthus_pratensis_s_001103,2
broodmare_s_000499,7
canis_familiaris_s_001081,5
lark_s_001339,2
finch_s_000820,2
bufo_marinus_s_001283,6
beach_wagon_s_000256,1
passenger_ship_s_000666,8
fireboat_s_000156,8
dump_truck_s_000330,9
trailer_truck_s_000719,9
gelding_s_000253,7
capreolus_capreolus_s_000493,4
tabby_s_000501,3
grass_frog_s_000639,6
mongrel_s_002373,5
maltese_s_000284,5
airplane_s_000079,0
lorry_s_001307,9
convertible_s_001632,1
walking_horse_s_000193,7
alauda_arvensis_s_000912,2
ship_s_001244,8
felis_catus_s_000672,3
pekingese_s_001278,5
puppy_s_000837,5
stag_s_000745,4
attack_aircraft_s_000335,0
peke_s_000562,5
rhea_americana_s_000271,2
jumbo_jet_s_000737,0
wrecker_s_000483,9
broodmare_s_001134,7
articulated_lorry_s_000498,9
cow_pony_s_000243,7
stealth_bomber_s_002335,0
station_wagon_s_002691,1
mule_deer_s_000551,4
motorcar_s_001861,1
alley_cat_s_002677,3
police_cruiser_s_000813,1
meadow_pipit_s_000603,2
roe_deer_s_000354,4
buckskin_s_000035,7
truck_s_001310,9
station_wagon_s_000003,1
spring_frog_s_000712,6
riding_horse_s_001096,7
moving_van_s_000126,9
passenger_ship_s_002043,8
pekingese_s_001934,5
automobile_s_001095,1
toy_dog_s_001921,5
rana_pipiens_s_000022,6
maltese_s_000666,5
coupe_s_000746,1
bufo_viridis_s_000296,6
fawn_s_002120,4
pekingese_s_000820,5
cassowary_s_001366,2
tennessee_walker_s_000742,7
tabby_s_001197,3
cervus_sika_s_000048,4
western_toad_s_000394,6
wrecker_s_000325,9
plane_s_000015,0
caribou_s_000207,4
arabian_s_001813,7
spadefoot_s_000830,6
rangifer_tarandus_s_000624,4
estate_car_s_000352,1
convertible_s_002303,1
airliner_s_000563,0
coupe_s_001673,1
capreolus_capreolus_s_000791,4
stealth_bomber_s_000834,0
odocoileus_hemionus_s_000556,4
bird_s_001358,2
bufo_s_000690,6
pleasure_craft_s_000592,8
woodland_caribou_s_001463,4
stud_mare_s_000945,7
red_deer_s_002354,4
garbage_truck_s_001435,9
auto_s_000924,1
delivery_truck_s_000607,9
jumbo_jet_s_001026,0
alces_alces_s_000287,4
passenger_ship_s_002228,8
rangifer_caribou_s_000021,4
passenger_ship_s_001324,8
ship_s_000063,8
propeller_plane_s_000095,0
bufo_microscaphus_s_000059,6
wapiti_s_001628,4
capreolus_capreolus_s_000773,4
tabby_s_000586,3
powerboat_s_001468,8
toy_spaniel_s_000568,5
convertible_s_001180,1
pekingese_s_000844,5
lipizzan_s_001806,7
tabby_s_001417,3
true_cat_s_001556,3
lapdog_s_001475,5
felis_catus_s_001285,3
passenger_ship_s_000100,8
toy_spaniel_s_000903,5
leopard_frog_s_001535,6
green_frog_s_000967,6
accentor_s_000261,2
trucking_rig_s_001605,9
tabby_s_001644,3
cruiser_s_000188,1
riding_horse_s_000114,7
american_elk_s_000129,4
muntjac_s_000068,4
cat_s_001271,3
anthus_pratensis_s_000545,2
oil_tanker_s_001375,8
boat_s_001795,8
liberty_ship_s_000155,8
lightship_s_000033,8
propeller_plane_s_000032,0
pekingese_s_001943,5
bird_s_001566,2
coupe_s_001293,1
fighter_aircraft_s_001798,0
arabian_s_000797,7
trucking_rig_s_000364,9
passenger_ship_s_002087,8
wagtail_s_002166,2
mouser_s_001573,3
emu_s_000539,2
toad_frog_s_001395,6
canis_familiaris_s_000862,5
rangifer_caribou_s_000879,4
jumbo_jet_s_000283,0
mouser_s_000980,3
musk_deer_s_000007,4
dawn_horse_s_001087,7
tabby_s_000282,3
trailer_truck_s_000084,9
compact_car_s_002324,1
delivery_truck_s_000982,9
dog_s_000293,5
motorcar_s_001123,1
bufo_americanus_s_000276,6
station_wagon_s_001865,1
chihuahua_s_001997,5
fighter_s_001110,0
banana_boat_s_001141,8
finch_s_000654,2
stud_mare_s_000803,7
fawn_s_000563,4
fire_truck_s_002588,9
car_s_000465,1
leopard_frog_s_001158,6
automobile_s_000492,1
odocoileus_hemionus_s_000795,4
deer_s_000565,4
cervus_elaphus_s_001630,4
felis_domesticus_s_000610,3
nandu_s_000734,2
bufo_americanus_s_000533,6
sika_s_001529,4
dredger_s_001515,8
fire_truck_s_000876,9
merchant_ship_s_001597,8
maltese_s_002230,5
lipizzan_s_001804,7
alley_cat_s_000542,3
woodland_caribou_s_000250,4
capreolus_capreolus_s_000765,4
rhea_americana_s_000695,2
auto_s_000790,1
blenheim_spaniel_s_000366,5
river_boat_s_000062,8
tipper_truck_s_000160,9
stud_mare_s_000549,7
struthio_camelus_s_000890,2
cassowary_s_000397,2
tabby_s_000659,3
cervus_sika_s_000131,4
cassowary_s_000396,2
convertible_s_000569,1
car_s_000946,1
airliner_s_001246,0
dredger_s_000820,8
sea_boat_s_000800,8
bufo_americanus_s_000453,6
rana_pipiens_s_000639,6
fallow_deer_s_001686,4
saddle_horse_s_001844,7
cervus_elaphus_s_001749,4
tennessee_walker_s_000060,7
stallion_s_001641,7
merchant_ship_s_000619,8
sea_boat_s_001088,8
pekinese_s_000083,5
mule_deer_s_001609,4
bullfrog_s_000467,6
blenheim_spaniel_s_000878,5
tabby_s_000573,3
speedboat_s_001899,8
tipper_s_002201,9
dustcart_s_000059,9
coupe_s_001369,1
fighter_aircraft_s_001146,0
emu_novaehollandiae_s_000011,2
pickerel_frog_s_001166,6
ladder_truck_s_000114,9
rana_catesbeiana_s_001301,6
peke_s_000694,5
lightship_s_001162,8
dromaius_novaehollandiae_s_000193,2
quarter_horse_s_002193,7
english_toy_spaniel_s_001077,5
quarter_horse_s_001634,7
bird_s_001451,2
stag_s_002995,4
rana_clamitans_s_000367,6
rana_catesbeiana_s_000479,6
alley_cat_s_001737,3
green_frog_s_001642,6
cat_s_002369,3
lorry_s_001029,9
wapiti_s_000283,4
felis_catus_s_000035,3
arab_s_000434,7
bufo_s_001753,6
boat_s_001910,8
nandu_s_001023,2
pekingese_s_002208,5
dive_bomber_s_000131,0
cervus_elaphus_s_000408,4
rana_catesbeiana_s_001768,6
camion_s_000274,9
american_elk_s_000081,4
station_wagon_s_001393,1
convertible_s_000461,1
leptodactylus_pentadactylus_s_000105,6
cargo_ship_s_001856,8
pekingese_s_000018,5
moose_s_000167,4
bufo_marinus_s_000292,6
fallow_deer_s_001949,4
houseboat_s_000512,8
cabin_cruiser_s_000535,8
felis_catus_s_000011,3
merchant_ship_s_001415,8
automobile_s_000220,1
truck_s_000031,9
roe_deer_s_001828,4
house_cat_s_000386,3
passenger_ship_s_000208,8
cassowary_s_000806,2
mule_deer_s_001389,4
compact_car_s_002186,1
police_boat_s_001817,8
true_cat_s_000335,3
quarter_horse_s_000547,7
trucking_rig_s_001589,9
moving_van_s_002486,9
bufo_debilis_s_000047,6
spring_frog_s_001160,6
sparrow_s_000483,2
leopard_frog_s_002057,6
sound_truck_s_001074,9
dump_truck_s_000737,9
bufo_calamita_s_000988,6
dive_bomber_s_001001,0
fawn_s_001190,4
dump_truck_s_000097,9
bird_s_000624,2
barren_ground_caribou_s_000067,4
pipit_s_000140,2
tailed_frog_s_000961,6
packet_boat_s_001252,8
arabian_s_001467,7
speedboat_s_002288,8
station_wagon_s_002200,1
muntjac_s_001541,4
sika_s_000017,4
garbage_truck_s_001949,9
pekingese_s_002814,5
liberty_ship_s_000587,8
house_cat_s_001581,3
lippizaner_s_000544,7
ostrich_s_001208,2
pekingese_s_000829,5
dama_dama_s_000087,4
auto_s_000607,1
songbird_s_002061,2
american_toad_s_000340,6
lipizzan_s_001729,7
tipper_lorry_s_000430,9
western_toad_s_000659,6
airbus_s_000224,0
blenheim_spaniel_s_000765,5
moving_van_s_000369,9
boat_s_001330,8
pekingese_s_000009,5
camion_s_001448,9
broodmare_s_001521,7
auto_s_001782,1
true_frog_s_001104,6
grass_frog_s_000443,6
struthio_camelus_s_000289,2
passerine_s_000562,2
motorboat_s_001404,8
tipper_truck_s_000753,9
delivery_truck_s_001317,9
delivery_van_s_000328,9
arabian_s_002312,7
fire_engine_s_001381,9
airbus_s_001701,0
tennessee_walking_horse_s_000982,7
cassowary_s_000118,2
tipper_lorry_s_000112,9
ostrich_s_000510,2
tomcat_s_001519,3
arabian_s_000371,7
bird_of_passage_s_000987,2
boat_s_002046,8
cat_s_002506,3
pipit_s_000850,2
auto_s_000123,1
domestic_cat_s_000288,3
arabian_s_001141,7
auto_s_002167,1
truck_s_002317,9
gelding_s_002253,7
bufo_viridis_s_000468,6
green_frog_s_001421,6
wagtail_s_000771,2
dumper_s_000948,9
ambulance_s_002554,1
mule_deer_s_002409,4
ship_s_002141,8
fawn_s_000732,4
pekingese_s_001155,5
delivery_van_s_000286,9
boat_s_000875,8
moose_s_001216,4
gelding_s_000424,7
alauda_arvensis_s_000552,2
camion_s_000036,9
motorcar_s_001417,1
bufo_marinus_s_000159,6
cargo_vessel_s_001718,8
moving_van_s_000809,9
fallow_deer_s_001143,4
domestic_dog_s_000879,5
lippizan_s_000650,7
mutt_s_001519,5
tabby_cat_s_002207,3
dive_bomber_s_001405,0
puppy_s_002178,5
quarter_horse_s_002241,7
bufo_bufo_s_000873,6
container_ship_s_000621,8
puppy_s_000605,5
powerboat_s_000009,8
finch_s_000779,2
wapiti_s_000024,4
bufo_boreas_s_000084,6
house_cat_s_000719,3
domestic_cat_s_001049,3
cabin_cruiser_s_000999,8
coupe_s_000697,1
spring_frog_s_000297,6
cat_s_000993,3
red_deer_s_000116,4
pekingese_s_000471,5
twinjet_s_000805,0
tipper_s_002187,9
tipper_truck_s_000044,9
motorboat_s_001902,8
domestic_cat_s_001025,3
mouser_s_001270,3
car_s_000414,1
deer_s_000387,4
pleasure_boat_s_001825,8
roe_deer_s_000309,4
tabby_s_002182,3
canis_familiaris_s_000288,5
buckskin_s_000367,7
container_ship_s_001551,8
green_frog_s_000729,6
attack_aircraft_s_000330,0
camion_s_001387,9
domestic_cat_s_000104,3
aerial_ladder_truck_s_001266,9
convertible_s_001438,1
tanker_s_000461,8
bufo_debilis_s_000128,6
cassowary_s_000487,2
twinjet_s_000210,0
domestic_cat_s_001708,3
broodmare_s_001058,7
american_elk_s_001589,4
cat_s_001097,3
gelding_s_001167,7
felis_domesticus_s_000454,3
broodmare_s_001690,7
moose_s_001013,4
fighter_s_000782,0
ship_s_001901,8
mule_deer_s_000102,4
stallion_s_001303,7
apteryx_s_000132,2
toy_spaniel_s_000722,5
puppy_s_001915,5
dumper_s_000577,9
rana_catesbeiana_s_001185,6
buckskin_s_000032,7
convertible_s_000885,1
tabby_s_001201,3
house_cat_s_002248,3
cat_s_002290,3
american_saddle_horse_s_000005,7
cassowary_s_000498,2
pekingese_s_001707,5
dromaius_novaehollandiae_s_000095,2
police_boat_s_001721,8
lipizzan_s_000403,7
biplane_s_001599,0
capreolus_capreolus_s_000798,4
bufo_viridis_s_001112,6
trucking_rig_s_001610,9
japanese_spaniel_s_001184,5
moving_van_s_000037,9
musk_deer_s_000182,4
pekingese_s_001113,5
green_frog_s_001802,6
alces_alces_s_000686,4
cabin_cruiser_s_001535,8
finch_s_000703,2
compact_s_001132,1
finch_s_000138,2
bufo_viridis_s_001111,6
leopard_frog_s_000042,6
compact_car_s_000332,1
maltese_dog_s_000078,5
freighter_s_001536,8
tipper_s_002043,9
toad_s_000713,6
estate_car_s_001289,1
toad_s_002945,6
convertible_s_000164,1
struthio_camelus_s_000654,2
american_elk_s_000793,4
airliner_s_001126,0
pekingese_s_000129,5
trucking_rig_s_000306,9
ferryboat_s_000472,8
blenheim_spaniel_s_001135,5
elk_s_001625,4
automobile_s_001707,1
mutt_s_001487,5
struthio_camelus_s_001457,2
puppy_s_000431,5
chihuahua_s_000254,5
articulated_lorry_s_000306,9
houseboat_s_000115,8
appaloosa_s_001323,7
camion_s_000601,9
rhea_s_001182,2
ostrich_s_002361,2
arabian_s_000057,7
emu_s_002455,2
ship_s_001224,8
domestic_cat_s_001641,3
automobile_s_002500,1
trucking_rig_s_000159,9
lark_s_001321,2
blenheim_spaniel_s_000500,5
grass_frog_s_000140,6
boat_s_002781,8
spadefoot_s_000507,6
maltese_dog_s_000929,5
elk_s_001456,4
dredger_s_000036,8
tabby_s_000123,3
pipit_s_001895,2
powerboat_s_001878,8
flying_bird_s_001293,2
chihuahua_s_002259,5
gelding_s_002264,7
attack_aircraft_s_000991,0
passenger_ship_s_001197,8
cervus_elaphus_s_001345,4
dog_s_002119,5
felis_catus_s_001253,3
tipper_s_000179,9
lipizzan_s_001380,7
shooting_brake_s_000871,1
arabian_s_000894,7
speedboat_s_000379,8
cabin_cruiser_s_001811,8
toy_dog_s_001453,5
passenger_ship_s_002072,8
stud_mare_s_000938,7
container_vessel_s_001242,8
tennessee_walker_s_000692,7
pekinese_s_002097,5
wapiti_s_000041,4
cat_s_000981,3
police_boat_s_000609,8
dump_truck_s_000514,9
arabian_s_000468,7
stealth_fighter_s_000070,0
green_frog_s_001481,6
spring_frog_s_000120,6
dredger_s_000224,8
riding_horse_s_001888,7
twinjet_s_000990,0
deer_s_000020,4
banana_boat_s_001515,8
capreolus_capreolus_s_000217,4
green_frog_s_000831,6
estate_car_s_000738,1
spadefoot_s_000483,6
wagtail_s_002165,2
fighter_s_000572,0
male_horse_s_000652,7
tabby_s_001183,3
canis_familiaris_s_001203,5
tabby_s_001005,3
tipper_truck_s_000385,9
convertible_s_000041,1
elk_s_000057,4
tabby_cat_s_001831,3
dog_s_001436,5
broodmare_s_001482,7
peke_s_000321,5
bufo_americanus_s_000431,6
dawn_horse_s_001490,7
dredger_s_001436,8
toy_s_002634,5
true_cat_s_000656,3
toy_dog_s_001175,5
semi_s_002122,9
frog_s_003060,6
pekinese_s_002157,5
rana_clamitans_s_000748,6
red_deer_s_000953,4
moose_s_001944,4
compact_car_s_002024,1
garbage_truck_s_000301,9
domestic_cat_s_001150,3
tabby_s_002187,3
cassowary_s_002443,2
toy_dog_s_000967,5
chihuahua_s_000067,5
tabby_s_000529,3
amphibious_aircraft_s_000031,0
peke_s_001427,5
emu_s_000164,2
sparrow_s_000035,2
tipper_lorry_s_000478,9
norfolk_wherry_s_000169,8
leopard_frog_s_001642,6
deer_s_000753,4
tabby_s_002222,3
puppy_s_000693,5
pekinese_s_000665,5
saddle_horse_s_000016,7
tennessee_walker_s_000237,7
beach_wagon_s_000092,1
police_boat_s_000249,8
police_boat_s_002005,8
barge_s_000070,8
stud_mare_s_001608,7
fire_truck_s_002027,9
green_frog_s_000418,6
bird_s_001865,2
motorcar_s_000342,1
fighter_aircraft_s_000160,0
domestic_cat_s_000528,3
domestic_cat_s_000880,3
passenger_ship_s_000579,8
mutt_s_002496,5
attack_aircraft_s_000412,0
bird_of_passage_s_000082,2
wagtail_s_002092,2
stealth_bomber_s_000099,0
broodmare_s_001402,7
rhea_americana_s_000261,2
elk_s_001511,4
merchant_ship_s_000759,8
felis_catus_s_000229,3
bufo_bufo_s_001451,6
frog_s_000059,6
bufo_bufo_s_000685,6
struthio_camelus_s_000191,2
american_toad_s_001295,6
convertible_s_000309,1
cargo_ship_s_000281,8
dawn_horse_s_001192,7
dog_s_001092,5
trailer_truck_s_001753,9
capreolus_capreolus_s_000489,4
woodland_caribou_s_000476,4
leopard_frog_s_002153,6
station_wagon_s_000517,1
tabby_s_001988,3
dive_bomber_s_000086,0
cargo_vessel_s_001891,8
freighter_s_000899,8
auto_s_001301,1
felis_catus_s_000424,3
container_ship_s_000121,8
pekingese_s_001040,5
bufo_viridis_s_000710,6
elk_s_000833,4
toy_dog_s_000005,5
convertible_s_002039,1
stealth_fighter_s_000334,0
tabby_cat_s_001612,3
fallow_deer_s_000563,4
passenger_ship_s_001393,8
container_vessel_s_001571,8
capreolus_capreolus_s_000645,4
lippizan_s_000635,7
tabby_cat_s_002097,3
texas_toad_s_000385,6
felis_domesticus_s_000385,3
lippizaner_s_000439,7
biplane_s_000892,0
tabby_cat_s_002155,3
gelding_s_001109,7
automobile_s_001432,1
tipper_truck_s_000909,9
cervus_elaphus_s_001596,4
mutt_s_001000,5
garbage_truck_s_000308,9
mare_s_000725,7
tennessee_walker_s_000564,7
mutt_s_001255,5
bufo_s_000334,6
dustcart_s_000121,9
quarter_horse_s_000506,7
car_s_000790,1
elk_s_001495,4
cargo_ship_s_000201,8
pontoon_s_000426,8
coupe_s_000957,1
fire_engine_s_001285,9
dunnock_s_001200,2
toad_s_001266,6
camion_s_000906,9
tabby_cat_s_000997,3
bird_s_001124,2
broodmare_s_000454,7
elk_s_002327,4
tipper_truck_s_000660,9
toy_spaniel_s_001712,5
barking_frog_s_000655,6
delivery_truck_s_001399,9
sound_truck_s_000343,9
rana_clamitans_s_000427,6
fighter_aircraft_s_000691,0
spring_frog_s_001106,6
auto_s_002047,1
truck_s_001120,9
alley_cat_s_002005,3
hospital_ship_s_000432,8
tabby_cat_s_002133,3
cabin_cruiser_s_001224,8
jetliner_s_001987,0
maltese_s_000872,5
pipit_s_000227,2
japanese_spaniel_s_000149,5
tomcat_s_001052,3
tabby_cat_s_002553,3
cab_s_001032,1
automobile_s_000218,1
southwestern_toad_s_000147,6
toy_dog_s_001929,5
guard_boat_s_000212,8
quarter_horse_s_000030,7
sea_boat_s_000698,8
car_s_002267,1
cassowary_s_001895,2
cat_s_001402,3
prunella_modularis_s_000077,2
mongrel_s_002690,5
sika_s_000540,4
wagon_s_002434,1
fallow_deer_s_000977,4
tipper_truck_s_000075,9
pekingese_s_000360,5
pilot_boat_s_001304,8
multiengine_airplane_s_000077,0
delivery_truck_s_000708,9
felis_domesticus_s_000379,3
trucking_rig_s_000209,9
stud_mare_s_000679,7
domestic_cat_s_001259,3
alley_cat_s_001894,3
cat_s_000222,3
cat_s_000442,3
wagon_s_001586,1
roebuck_s_000152,4
passerine_s_000249,2
truck_s_001960,9
shooting_brake_s_000490,1
automobile_s_001804,1
dog_s_000168,5
station_wagon_s_000518,1
red_deer_s_001071,4
cassowary_s_000747,2
bookmobile_s_000795,9
finch_s_000847,2
red_deer_s_001823,4
domestic_dog_s_001466,5
chihuahua_s_000918,5
ferryboat_s_000424,8
police_boat_s_001464,8
muntjac_s_001817,4
fallow_deer_s_000185,4
bufo_debilis_s_000017,6
rangifer_caribou_s_000123,4
passerine_s_001824,2
roe_deer_s_000675,4
rana_temporaria_s_001726,6
rana_catesbeiana_s_000118,6
wagtail_s_001349,2
ambulance_s_002043,1
cargo_ship_s_000350,8
bird_of_passage_s_000673,2
tabby_s_000708,3
bufo_viridis_s_000316,6
dog_s_002182,5
tabby_s_000515,3
morgan_s_000001,7
pekingese_s_001521,5
auto_s_002353,1
aerial_ladder_truck_s_000555,9
quarter_horse_s_002209,7
bufo_viridis_s_001041,6
boat_s_001794,8
european_toad_s_000213,6
mongrel_s_002410,5
maltese_dog_s_000855,5
elk_s_002081,4
jumbojet_s_001517,0
garbage_truck_s_001765,9
taxi_s_002149,1
truck_s_000052,9
coupe_s_001590,1
dawn_horse_s_000794,7
lipizzan_s_000549,7
bird_s_002244,2
mule_deer_s_002355,4
tabby_s_001320,3
jumbo_jet_s_000534,0
english_toy_spaniel_s_000016,5
maltese_s_002319,5
tabby_s_001163,3
bird_s_000129,2
freighter_s_001214,8
honey_eater_s_000026,2
biplane_s_001654,0
tabby_cat_s_001083,3
delivery_van_s_000594,9
monoplane_s_000981,0
fire_engine_s_000410,9
ostrich_s_001050,2
quarter_horse_s_000231,7
stud_mare_s_001616,7
ladder_truck_s_000010,9
airbus_s_000834,0
automobile_s_001363,1
tipper_truck_s_001869,9
bufo_marinus_s_001175,6
natterjack_s_000028,6
cat_s_002456,3
rowboat_s_000716,8
lapdog_s_001942,5
bufo_americanus_s_000418,6
green_frog_s_001987,6
tank_ship_s_000784,8
lifeboat_s_000026,8
sparrow_s_001907,2
domestic_dog_s_001524,5
grass_frog_s_001163,6
toy_s_001896,5
mule_deer_s_001050,4
rana_temporaria_s_000122,6
odocoileus_hemionus_s_000856,4
european_toad_s_000315,6
automobile_s_002036,1
airliner_s_001248,0
tabby_cat_s_001757,3
bird_s_002398,2
delivery_truck_s_000007,9
automobile_s_000612,1
puppy_s_002489,5
coupe_s_001848,1
rangifer_caribou_s_000209,4
car_s_000924,1
capreolus_capreolus_s_000167,4
toad_frog_s_000336,6
truck_s_000113,9
bufo_viridis_s_000295,6
domestic_cat_s_000260,3
airbus_s_001525,0
deer_s_000562,4
leopard_frog_s_001302,6
tabby_cat_s_000955,3
bufo_americanus_s_000581,6
propeller_plane_s_001513,0
multiengine_plane_s_000033,0
trucking_rig_s_001007,9
delivery_truck_s_000417,9
mouser_s_001593,3
arabian_s_001020,7
mouser_s_000987,3
chihuahua_s_001616,5
lorry_s_000856,9
tabby_cat_s_002627,3
tennessee_walking_horse_s_000034,7
tabby_cat_s_001765,3
fire_truck_s_002639,9
tipper_truck_s_000052,9
ambulance_s_001825,1
auto_s_001086,1
auto_s_001879,1
dog_s_001292,5
maltese_dog_s_000039,5
stealth_bomber_s_000246,0
tanker_s_000929,8
male_horse_s_000675,7
struthio_camelus_s_000379,2
jetliner_s_000503,0
monoplane_s_001179,0
appaloosa_s_001393,7
biplane_s_000675,0
lipizzan_s_000223,7
tabby_s_001524,3
deer_s_000619,4
bird_s_001287,2
tabby_cat_s_001958,3
tractor_trailer_s_000732,9
coupe_s_001713,1
alytes_obstetricans_s_000352,6
maltese_s_000702,5
rana_clamitans_s_000494,6
amphibious_aircraft_s_000034,0
domestic_dog_s_001291,5
deer_s_000088,4
broodmare_s_001326,7
mule_deer_s_000737,4
bufo_bufo_s_001042,6
ship_s_001903,8
ship_s_001808,8
bufo_americanus_s_001451,6
songbird_s_001790,2
trailer_truck_s_000696,9
arabian_s_001188,7
passenger_ship_s_000668,8
japanese_spaniel_s_001158,5
monoplane_s_001477,0
passenger_ship_s_000685,8
shooting_brake_s_001189,1
lippizan_s_000718,7
capreolus_capreolus_s_000680,4
domestic_cat_s_000565,3
lippizaner_s_000547,7
dump_truck_s_001254,9
felis_catus_s_000918,3
bufo_viridis_s_001147,6
barking_frog_s_000577,6
wagtail_s_000740,2
car_s_000742,1
spadefoot_s_000429,6
shooting_brake_s_001194,1
propeller_plane_s_001028,0
accentor_s_000453,2
cat_s_000046,3
quarter_horse_s_001768,7
hospital_ship_s_001156,8
domestic_cat_s_001627,3
cervus_sika_s_000555,4
alces_alces_s_000103,4
felis_domesticus_s_000524,3
bufo_calamita_s_000416,6
jumbo_jet_s_000631,0
jetliner_s_001401,0
convertible_s_000177,1
toy_spaniel_s_001151,5
tabby_cat_s_002447,3
tabby_s_001158,3
tabby_s_000016,3
panel_truck_s_000781,9
shooting_brake_s_001528,1
puppy_s_001384,5
toad_frog_s_001172,6
stealth_bomber_s_002059,0
cargo_ship_s_001667,8
tabby_cat_s_001193,3
domestic_cat_s_001497,3
attack_aircraft_s_000570,0
container_ship_s_000637,8
blenheim_spaniel_s_000855,5
tabby_s_001239,3
pantechnicon_s_000010,9
airbus_s_000008,0
maltese_s_002076,5
toy_dog_s_000093,5
barge_s_000394,8
tabby_s_001350,3
pontoon_s_001958,8
sea_boat_s_002208,8
moose_s_001792,4
spadefoot_s_000215,6
wagon_s_000220,1
passenger_ship_s_001246,8
alauda_arvensis_s_000501,2
alauda_arvensis_s_000064,2
deer_s_001897,4
motorboat_s_000440,8
lipizzan_s_000578,7
saddle_horse_s_000021,7
walking_horse_s_001786,7
passerine_s_000192,2
stealth_fighter_s_000249,0
mouser_s_000359,3
sambar_s_000554,4
convertible_s_001638,1
sea_boat_s_000774,8
wagon_s_001559,1
sea_boat_s_000256,8
dawn_horse_s_001092,7
tabby_s_000136,3
bird_s_001107,2
house_cat_s_002226,3
true_frog_s_000559,6
capreolus_capreolus_s_000176,4
japanese_spaniel_s_001302,5
tabby_s_001298,3
american_toad_s_001390,6
jumbojet_s_000227,0
bird_s_000202,2
elk_s_000178,4
boat_s_001471,8
honey_eater_s_001092,2
passenger_ship_s_001872,8
fighter_s_000575,0
meadow_pipit_s_000536,2
dog_s_000520,5
canis_familiaris_s_000529,5
quarter_horse_s_001422,7
trailer_truck_s_000551,9
airbus_s_000891,0
puppy_s_000045,5
passenger_ship_s_000302,8
mongrel_s_001162,5
muntjac_s_000529,4
cassowary_s_000005,2
barking_frog_s_000475,6
felis_catus_s_001413,3
chihuahua_s_002192,5
bufo_boreas_s_000200,6
domestic_cat_s_000239,3
capreolus_capreolus_s_000846,4
powerboat_s_002183,8
police_boat_s_000855,8
alley_cat_s_002585,3
accentor_s_000439,2
deer_s_001472,4
domestic_cat_s_000283,3
ferryboat_s_000154,8
cargo_ship_s_002045,8
rangifer_caribou_s_000870,4
coupe_s_000098,1
cow_pony_s_000095,7
accentor_s_001243,2
toy_dog_s_000222,5
wapiti_s_000231,4
tomcat_s_000376,3
amphibious_aircraft_s_000297,0
car_s_000151,1
alley_cat_s_002091,3
passerine_s_001782,2
lippizan_s_001244,7
stallion_s_001964,7
coupe_s_000185,1
auto_s_001780,1
odocoileus_hemionus_s_000936,4
alauda_arvensis_s_000998,2
airliner_s_000473,0
appaloosa_s_002225,7
blenheim_spaniel_s_000050,5
elk_s_000184,4
hen_s_000052,2
barking_deer_s_000038,4
house_cat_s_000188,3
finch_s_000120,2
rangifer_tarandus_s_000189,4
canis_familiaris_s_001126,5
western_toad_s_000006,6
mongrel_s_000234,5
alytes_obstetricans_s_000386,6
maltese_dog_s_001178,5
trailer_truck_s_001393,9
lightship_s_000107,8
bufo_bufo_s_000677,6
container_ship_s_001112,8
bird_of_passage_s_000822,2
domestic_cat_s_001725,3
iceboat_s_000441,8
coupe_s_001907,1
bufo_marinus_s_000041,6
pekinese_s_001247,5
police_cruiser_s_000103,1
dive_bomber_s_001179,0
stallion_s_000048,7
bufo_marinus_s_000456,6
pontoon_s_001567,8
liberty_ship_s_000324,8
jetliner_s_001981,0
biplane_s_000370,0
domestic_cat_s_000471,3
gelding_s_001321,7
cow_pony_s_000553,7
bufo_viridis_s_001046,6
camion_s_001907,9
bird_s_001438,2
cat_s_002778,3
ostrich_s_001958,2
dunnock_s_000767,2
wagtail_s_002104,2
domestic_dog_s_000690,5
wapiti_s_000464,4
garbage_truck_s_001844,9
domestic_cat_s_001079,3
oil_tanker_s_000474,8
red_deer_s_000345,4
cat_s_002758,3
quarter_horse_s_002191,7
american_elk_s_000627,4
dumper_s_000028,9
rhea_americana_s_000128,2
airbus_s_001362,0
toad_frog_s_000408,6
fallow_deer_s_000480,4
fire_truck_s_002074,9
boat_s_001060,8
quarter_horse_s_002002,7
cargo_vessel_s_000671,8
female_horse_s_000750,7
sparrow_s_002054,2
stealth_bomber_s_000017,0
plane_s_000322,0
grass_frog_s_001085,6
